Column1,names,allpos,pvalRandom,pvalFamily,average
1479,gpm867,3282.86,0.009789461,0.51401911,0.261904285
1352,IDP355,3030.83,0.523809587,2.88E-06,0.261906234
681,isu89,1484.02,0.457498959,0.067037385,0.262268172
932,gpm810a,2029.72,0.004361854,0.521384125,0.262872989
1380,mmp140,3058.95,0.292867658,0.233000456,0.262934057
1958,IDP2582a,4299.48,0.286026273,0.240127277,0.263076775
3168,gpm714b,7025.12,0.487871006,0.038603862,0.263237434
1816,AY107329,3929.16,0.39275227,0.134326501,0.263539386
3171,gpm503,7028.16,0.161070616,0.366150812,0.263610714
2930,IDP708,6422.41,0.395871049,0.132912278,0.264391663
762,nfc104b,1576.91,0.374334294,0.154560054,0.264447174
784,gpm609b,1619.88,0.080911696,0.448297827,0.264604761
1827,gpm922c,3948.32,0.52428022,0.005188842,0.264734531
148,AY107489,293.99,0.16030132,0.369263083,0.264782201
3124,gpm805b,6944.91,0.475475284,0.054756371,0.265115828
2821,gpm137a,6269.41,0.530340988,7.74E-05,0.265209194
2010,IDP133,4365.67,0.512602341,0.018107285,0.265354813
1611,gpm449a,3586.62,0.018209507,0.512664629,0.265437068
1355,AY110290,3034.73,0.529775418,0.001350598,0.265563008
801,IDP204,1667.72,0.475851905,0.055618112,0.265735009
2487,mmp148,5431.8,0.002012705,0.530139608,0.266076157
2145,IDP148,4605.94,3.50E-05,0.53244852,0.266241746
799,AI668346,1656.89,0.011163523,0.522660968,0.266912245
540,umc2245,1171.91,0.512717501,0.024329583,0.268523542
2738,umc109,6050,0.423009771,0.114146682,0.268578227
1340,umc2061,3010.83,0.537322066,0.000143101,0.268732584
1403,umc2284,3092.46,0.524573522,0.013261732,0.268917627
2454,phi069,5300.29,0.097670906,0.440389169,0.269030038
2611,gpm197b,5742.82,0.079430603,0.458822132,0.269126368
2759,IDP1969,6121.63,0.528267932,0.010123746,0.269195839
707,IDP4025,1493.91,0.085247607,0.453191147,0.269219377
346,mmp173,692.03,0.017382984,0.522604692,0.269993838
465,mmp87,940.9,0.526538481,0.013601,0.270069741
2656,AY109883,5815.79,0.540694337,4.82E-05,0.270371268
464,IDP3843,940.48,0.529041731,0.013486155,0.271263943
1164,umc1404,2438.42,0.006189397,0.536611855,0.271400626
2922,IDP1653,6389.93,0.034229656,0.509531913,0.271880784
1517,umc1854,3355.79,0.538344948,0.005827221,0.272086084
25,ufg31,71.62,0.52875165,0.015436247,0.272093948
3145,umc1330,6978,0.540794912,0.003704036,0.272249474
1338,gpm325d,3010.81,0.545223583,3.16E-05,0.272627592
67,IDP3783,140.14,0.005942872,0.540120306,0.273031589
2427,umc1708,5226.49,0.106507618,0.440514789,0.273511204
1091,asg39,2286.2,0.528249229,0.019328256,0.273788743
2972,asg12a,6581.27,0.544850897,0.00275294,0.273801919
1881,IDP181,4134.78,0.064570798,0.483758714,0.274164756
499,umc1744,1049.6,0.003835219,0.544658533,0.274246876
1305,rz53b,2907.21,0.364777235,0.18372121,0.274249223
1798,bnl5.71a,3902.06,0.003662968,0.545259775,0.274461372
549,umc1542,1198.61,0.205745665,0.344307415,0.27502654
995,umc1968,2120.43,0.534641602,0.015590844,0.275116223
1353,umc1964,3031.43,0.55091293,6.83E-06,0.27545988
781,gpm830a,1619.28,0.056433588,0.496082426,0.276258007
535,gpm71,1149.61,0.552646487,4.99E-07,0.276323493
1606,gpm707,3581.33,0.153447003,0.40011199,0.276779497
2381,gpm915,5120.29,0.55396533,0.000224769,0.277095049
2579,AY110032,5654.83,0.51355079,0.041014418,0.277282604
2052,umc21,4445.88,0.17517429,0.380195026,0.277684658
1084,umc1027,2271.3,0.501760484,0.05415093,0.277955707
3082,mmp63,6894.85,0.294618456,0.261413883,0.27801617
2650,gpm591b,5811.46,0.423620097,0.132676014,0.278148056
1466,bnlg2162,3235.77,0.556649698,0.000233749,0.278441724
1339,gpm888,3010.82,0.556933878,0.000167106,0.278550492
911,IDP3906,1942.08,0.528760558,0.028986653,0.278873606
2339,gpm100a,5046.78,0.054544819,0.504010242,0.279277531
2691,gpm204a,5897.9,2.27E-07,0.558887712,0.27944397
268,AY109499,516.1,0.115991268,0.442941125,0.279466197
2041,gpm674c,4421.09,0.558941029,1.28E-05,0.279476914
753,gpm307b,1566.71,0.03721576,0.522195198,0.279705479
3059,php06005,6868.63,0.560092568,1.90E-05,0.280055784
2362,brd103,5091.75,0.286528583,0.273656666,0.280092624
2147,umc2322,4609.51,0.007778904,0.552839415,0.28030916
2114,AW036917,4553,0.531466501,0.029359063,0.280412782
1500,AY110170,3321.58,0.548897956,0.011937652,0.280417804
1290,gpm909a,2882.37,0.520882954,0.040961868,0.280922411
947,haf101,2053.51,0.540246979,0.02188695,0.281066965
26,gpm330,71.91,0.551302751,0.010935347,0.281119049
2679,IDP57,5870.55,0.181762238,0.380671857,0.281217048
308,php20644,588.01,0.497289904,0.066378861,0.281834382
462,gpm623,934.56,0.167477406,0.396224212,0.281850809
506,php15058,1056.3,0.033156967,0.530948418,0.282052693
280,umc1123,533.5,0.561092629,0.003565195,0.282328912
1932,gpm841,4272.97,0.246231962,0.318997189,0.282614576
340,gpm802,683.08,0.059357573,0.50624048,0.282799026
100,umc230,216.74,0.558779218,0.007490679,0.283134949
2081,AY110542,4495.7,0.058218471,0.508107153,0.283162812
302,asg16b,576.61,0.100499944,0.46671402,0.283606982
3222,mmp181,7154.71,0.01101461,0.556282,0.283648305
629,isu58a,1408.52,0.15672206,0.411214561,0.283968311
1497,umc2286,3313.78,0.567674866,0.000378473,0.284026669
50,gpm557b,106.62,0.144315544,0.423744106,0.284029825
1933,gpm537,4273.75,0.46506024,0.103027788,0.284044014
1075,mmp184,2259.2,0.568523661,0.000135982,0.284329822
21,mmp49,56.12,0.000508145,0.568454676,0.28448141
1152,IDP3775b,2415.13,0.568882609,0.00037219,0.284627399
1429,IDP851,3140.9,0.21634683,0.353462503,0.284904666
761,IDP1679,1574.85,0.55626853,0.013901379,0.285084955
1471,AY112127,3247.77,0.57017975,4.56E-05,0.285112675
1089,gpm820b,2284.1,0.561956473,0.00944155,0.285699012
1938,IDP1988,4276.53,0.405574672,0.166319334,0.285947003
86,IDP2552,178.95,0.539569759,0.032438911,0.286004335
1599,IDP122,3559.9,0.02022455,0.553398054,0.286811302
1799,gpm891a,3902.11,0.005099639,0.568549073,0.286824356
1761,nfd108,3834.69,0.471698521,0.103339603,0.287519062
359,phi002,719.33,0.000118172,0.57636552,0.288241846
726,umc2178,1518.47,0.401487917,0.175512082,0.288499999
254,mbd106,491.44,0.553367658,0.024140993,0.288754325
1158,gpm664,2432.17,0.176370259,0.402806581,0.28958842
3154,IDP1682,6993.06,0.218492321,0.362332948,0.290412634
2027,gpm824,4397.42,0.581338206,2.69E-07,0.290669238
547,gpm156a,1193.6,0.02617518,0.55531226,0.29074372
1232,npi457,2628.35,0.181377533,0.400299724,0.290838629
351,AY110356,704.83,0.01050687,0.572886603,0.291696736
1009,IDP1693,2158.96,0.523644537,0.061852383,0.29274846
2589,gpm750a,5697.2,0.01427728,0.571349384,0.292813332
27,ufg33,72.02,0.568654829,0.017200112,0.292927471
1195,IDP3813,2494.1,0.29068957,0.295338219,0.293013895
342,gpm440,687.81,0.055617072,0.53054849,0.293082781
853,IDP114,1775.91,0.564541692,0.022111474,0.293326583
2015,AY104775,4372.66,0.587829238,0.000158833,0.293994035
3142,AY109698,6970.8,0.577966185,0.010736171,0.294351178
2039,gta107b,4416.17,0.58834629,0.000417348,0.294381819
933,gpm420c,2031.65,0.282787603,0.30607897,0.294433287
3132,gpm81a,6959,0.588962736,4.53E-06,0.294483633
2681,bnlg1823,5883.49,0.00011201,0.58898334,0.294547675
356,bnlg1564,716.93,4.92E-05,0.589329023,0.294689131
3003,IDP229,6686.6,0.589422036,1.01E-07,0.294711068
186,IDP252,391.54,0.589489441,1.15E-05,0.29475047
3119,gpm28a,6942.54,0.546327477,0.044203448,0.295265463
1657,gpm678,3700.82,0.00911721,0.582242693,0.295679951
2840,umc2339,6283.98,0.591740078,2.85E-05,0.295884289
728,umc2254,1519.77,0.558646049,0.033217262,0.295931656
486,umc1129,1017.6,0.591030422,0.001129658,0.29608004
2936,umc2342,6430.04,0.592249636,0.000100387,0.296175012
487,IDP691,1018.18,0.591523556,0.001031957,0.296277756
1366,umc2283,3054.43,0.002203933,0.590475219,0.296339576
358,npi447a,718.73,0.000125498,0.592721343,0.296423421
355,bcd386a,716.23,4.90E-05,0.593065805,0.296557402
2411,IDP828,5176.7,0.334995939,0.259087749,0.297041844
1065,gpm375a,2224.86,0.052647422,0.543020643,0.297834033
33,gpm767,80.94,0.56464542,0.031947277,0.298296348
2452,mmp67,5295.89,0.180613623,0.416089642,0.298351633
1419,gpm654,3122.18,0.592522711,0.004188442,0.298355576
368,AY110191,738.84,0.000151134,0.596590467,0.2983708
2484,umc1139,5426.8,0.065975755,0.530781188,0.298378472
310,ufg50,595.91,0.456868216,0.139910583,0.298389399
1987,IDP350,4339.29,0.541625654,0.055407596,0.298516625
2767,bz1,6135.11,0.564735296,0.032346067,0.298540681
646,bnlg1018,1435.22,0.178642472,0.420193122,0.299417797
489,IDP806,1020.8,0.594068859,0.004899163,0.299484011
3108,umc64a,6932.38,0.398611351,0.20077645,0.2996939
558,BE640649,1228.81,0.358665988,0.241029838,0.299847913
2530,gpm851,5561.51,0.599715121,7.18E-08,0.299857596
2415,bnlg1666,5185.59,0.229229035,0.371243221,0.300236128
488,bnl8.29a,1019.9,0.599597732,0.001042731,0.300320231
2717,IDP698,5957.01,0.600588856,0.000263385,0.300426121
2241,gpm913a,4869.63,0.428874288,0.174619577,0.301746933
1418,gpm458,3121.77,0.594289542,0.009512282,0.301900912
476,IDP870,971.46,0.603758505,0.000337425,0.302047965
779,psr135b,1618.99,0.009742997,0.595067483,0.30240524
1203,AY109934,2508.43,0.524961551,0.080477525,0.302719538
2401,tif1,5154.39,0.606108632,1.54E-10,0.303054316
1485,umc2187a,3291.78,0.507423593,0.100100261,0.303761927
2908,umc140b,6367.02,0.313467664,0.294395024,0.303931344
2515,umc1304,5528.61,0.592418729,0.015802825,0.304110777
28,ufg32,72.82,0.604451967,0.003897815,0.304174891
2369,gpm408c,5107.05,0.222261837,0.38623304,0.304247438
770,IDP309,1597.04,0.6034764,0.005156024,0.304316212
3083,gpm344b,6896.45,0.541566072,0.0680727,0.304819386
1454,asg27a,3218.17,0.610058338,5.20E-05,0.305055169
542,jpsb485b,1184.31,0.506180125,0.103980496,0.305080311
1220,jpsb443,2602.64,0.33026957,0.280044509,0.305157039
66,umc1568,140.13,0.000977307,0.611000033,0.30598867
2040,gta105,4417.82,0.612724838,0.000302683,0.30651376
2360,IDP1500,5085.73,0.406184025,0.207968365,0.307076195
3150,umc1272,6989.5,0.482746276,0.131479516,0.307112896
1199,umc2081,2497.23,0.458056172,0.157106535,0.307581353
2960,nfd104d,6537.49,0.589730837,0.025675789,0.307703313
859,IDP171,1800.58,0.552006427,0.063518397,0.307762412
2708,gpm699a,5936.3,0.349719785,0.266225531,0.307972658
78,gpm774d,162.74,0.016438905,0.600616816,0.30852786
7,gpm699d,8.67,0.012339252,0.605389555,0.308864403
2473,IDP1466,5377.86,0.014702487,0.603235968,0.308969228
1993,gpm585,4349.99,0.54795057,0.070692858,0.309321714
1490,AY105971,3296.38,0.437404072,0.183006755,0.310205414
1446,gpm108a,3199.89,0.159876093,0.465101313,0.312488703
461,lim78,929,0.623898801,0.001257443,0.312578122
1407,IDP554,3095.47,0.606970933,0.018226667,0.3125988
2804,umc1586,6244.72,0.625061167,0.000480582,0.312770875
1365,umc1953,3054.33,0.000790549,0.625669086,0.313229818
460,IDP1420,928.48,0.625597284,0.001185869,0.313391576
2453,mmp25,5298.49,0.312749844,0.314629812,0.313689828
3118,IDP2556,6942.4,0.577612129,0.049976936,0.313794532
383,gpm243b,772.83,0.000806267,0.626791515,0.313798891
791,mmp84,1639.39,1.04E-05,0.627603856,0.313807122
1545,umc2046,3417.11,0.62783214,1.49E-05,0.31392352
792,IDP3963,1644.93,0.001145113,0.627636837,0.314390975
58,IDP3917,115.28,0.481704303,0.148416611,0.315060457
467,lim39,948.7,0.630061998,7.17E-05,0.315066849
1511,gpm353,3340.12,0.01461707,0.615907302,0.315262186
393,IDP3997,785.84,1.68E-06,0.630805578,0.315403627
1104,jpsb79,2321.6,0.027008911,0.604249128,0.315629019
1561,gpm629b,3457.08,0.405989255,0.225343058,0.315666156
12,fus6,22.62,0.073710663,0.557957888,0.315834276
1221,jpsb106,2602.74,0.38089358,0.251716783,0.316305182
1952,cdo545,4291.93,0.576959701,0.05626589,0.316612796
466,IDP2395,944.11,0.635304388,6.77E-05,0.317686044
643,grf1,1433.52,0.185924186,0.449492335,0.317708261
1229,bnlg1536,2622.24,0.080053397,0.555919399,0.317986398
3192,IDP134,7075.14,0.636835011,0.000352903,0.318593957
3148,umc1115,6986,0.576051145,0.062041622,0.319046383
1577,umc1649,3499.41,0.638694899,6.29E-05,0.319378899
1310,umc2280,2918.81,0.148524158,0.490391494,0.319457826
1067,csu636,2231.2,0.166642679,0.472344313,0.319493496
2351,IDP75,5073.06,0.639290511,0.0003047,0.319797605
1436,IDP3905,3166.72,0.336181908,0.303625745,0.319903826
309,umc1924,592.21,0.472635695,0.167449507,0.320042601
2135,IDP3915,4598.54,0.010715167,0.629421081,0.320068124
512,gpm548a,1093.89,0.634303905,0.007153935,0.32072892
1666,mbd109,3723.39,0.639230225,0.002241107,0.320735666
1499,umc52a,3319.08,0.634202072,0.007341854,0.320771963
1473,ufg23,3259.97,0.64183518,0.000105888,0.320970534
360,umc1245,720.33,0.000109587,0.641978956,0.321044271
520,gpm469,1101.54,0.550113924,0.09288056,0.321497242
2845,umc1688,6292.68,0.641545488,0.001556484,0.321550986
1371,IDP240,3055.05,0.420865527,0.222939137,0.321902332
613,bnlg1064,1368.12,0.60857271,0.036332248,0.322452479
1533,chb102,3380.17,0.465524012,0.179578922,0.322551467
706,ns1,1493.71,0.053099557,0.592006438,0.322552997
1362,isu61d,3051.33,0.00417387,0.642092901,0.323133386
2706,IDP387,5930.47,0.232204606,0.414265111,0.323234858
1384,gpm571,3061.69,0.644544743,0.003390088,0.323967415
1665,csu164b,3718.31,0.646305842,0.002150602,0.324228222
999,php20511,2130.33,0.625997501,0.023144514,0.324571007
2014,gpm138a,4372.15,0.649474162,0.00018038,0.324827271
1012,IDP288,2162.9,0.505076335,0.145297926,0.32518713
2013,umc1887,4371.86,0.650510695,0.000217676,0.325364185
1901,AW065811,4179.38,0.426456001,0.224597705,0.325526853
1805,umc1822,3911.66,0.630310437,0.020892765,0.325601601
3077,gpm30a,6889.45,0.633344889,0.01795331,0.325649099
1088,gpm938a,2283.44,0.574744711,0.077292083,0.326018397
840,gpm922f,1730.59,0.039068115,0.613084565,0.32607634
2748,php10005,6073.8,0.246256755,0.406003274,0.326130014
1293,chr117c,2894.1,0.50681467,0.145626995,0.326220833
634,hag103a,1413.22,0.536012163,0.116617138,0.326314651
1844,umc1524,4008.57,0.481605985,0.171861871,0.326733928
923,gpm547a,2010.18,0.226266179,0.427277296,0.326771738
278,mbd119,527.67,0.000371496,0.654161989,0.327266743
2725,dupssr14,5975.12,0.483754989,0.171063032,0.32740901
622,npi607,1388.22,0.533936356,0.122068263,0.328002309
1165,gpm395a,2438.83,0.00302382,0.6531171,0.32807046
3167,gpm413a,7023.02,0.517002402,0.139876563,0.328439483
2426,bcd349,5219.59,0.65638824,0.001059193,0.328723716
3172,gpm115,7028.56,0.322549493,0.336631956,0.329590724
2677,bnlg1065,5860.89,0.514802278,0.144731646,0.329766962
1015,gpm542a,2166.02,0.116086501,0.543454533,0.329770517
31,gpm495,80.45,0.643508,0.017036181,0.330272091
103,IDP3976,218.09,0.661201534,2.09E-05,0.330611217
1553,umc2011,3442.84,0.631210723,0.030227063,0.330718893
2231,gpm47,4843.98,0.497214391,0.164716002,0.330965197
1652,IDP514,3693.07,0.20272567,0.459630619,0.331178145
2232,gpm124a,4843.99,0.50181198,0.16240838,0.33211018
1011,IDP685,2161.53,0.455783634,0.208570583,0.332177109
2877,gpm292a,6332.34,0.063322251,0.601728517,0.332525384
3141,IDP2458,6970.25,0.654095906,0.011078303,0.332587104
2591,gpm530,5702.38,0.0064471,0.658872878,0.332659989
72,gpm283b,151.4,0.004356145,0.66168554,0.333020843
1470,gpm39,3245.32,0.667031308,0.000140451,0.33358588
32,gpm83b,80.75,0.662191652,0.005121368,0.33365651
1819,gpm26b,3932.11,0.532614666,0.134844603,0.333729635
1025,IDP1698,2177.2,0.652975005,0.016320549,0.334647777
1160,AY109828,2436.62,0.228316262,0.442229597,0.335272929
6,dmt103b,6.89,0.027316546,0.643255631,0.335286089
2928,IDP102,6417.95,0.087719367,0.58340798,0.335563673
1385,gpm706c,3061.7,0.661611309,0.010142645,0.335876977
1625,AY109733,3605.21,0.049187556,0.62300087,0.336094213
1383,gpm425b,3061.14,0.66931615,0.00385786,0.336587005
1992,gpm99a,4349.98,0.612760513,0.060726678,0.336743595
1906,umc1153,4191.78,0.257101477,0.416530121,0.336815799
3052,AY105872,6861.37,0.673660402,1.34E-05,0.336836901
624,gpm268a,1397.06,0.551638159,0.122079506,0.336858833
1142,umc3b,2399.51,0.668945324,0.004888697,0.336917011
260,umc1972,501.7,0.595408817,0.079126505,0.337267661
725,gpm106c,1518.06,0.593754653,0.081884478,0.337819565
98,IDP1410,209.61,0.510184057,0.166329874,0.338256965
2137,IDP683,4599.92,0.169172757,0.507928847,0.338550802
2233,gpm442b,4846,0.196486781,0.481763746,0.339125264
2935,umc2344,6429.94,0.678036159,0.000508059,0.339272109
1081,umc1730,2268.5,0.565302276,0.114077756,0.339690016
140,ndp2,280.95,0.153749053,0.525955626,0.33985234
1943,gpm318,4279.22,0.547928965,0.132025525,0.339977245
1902,phi10017,4184.48,0.473895041,0.206436852,0.340165946
1861,gln4,4043.78,0.098531447,0.58186056,0.340196004
3060,umc1962,6870.73,0.680715223,2.41E-06,0.340358817
1456,bnlg1444,3222.57,0.67899531,0.002809812,0.340902561
754,gpm566c,1568.03,0.203731621,0.479100255,0.341415938
1942,gpm216b,4278.9,0.634836696,0.048134059,0.341485377
456,npi407,915.2,0.665769116,0.019288717,0.342528917
2811,chr120,6258.63,0.684722063,0.000464961,0.342593512
861,gpm281a,1806.55,0.394016126,0.291443328,0.342729727
390,mmp22,783.14,1.42E-05,0.686644656,0.343329438
1171,umc1825,2449.62,0.685370149,0.001809002,0.343589575
2447,umc245,5287.09,0.634118346,0.053261086,0.343689716
2899,mmp37,6359.42,0.378112806,0.309732246,0.343922526
253,gpm931b,488.95,0.594117754,0.094233401,0.344175577
809,chc101b,1678.01,0.594606572,0.093919771,0.344263172
1080,umc1311,2264.9,0.561176352,0.127800141,0.344488247
283,bnlg1057,546.7,0.125271894,0.564520506,0.3448962
2957,mmp168,6531.65,0.297749467,0.392763936,0.345256701
2871,IDP809,6324.84,0.539156387,0.151395016,0.345275701
1892,IDP646,4163.31,2.92E-08,0.69078615,0.34539309
2735,IDP1637,6045,0.024690224,0.666110221,0.345400223
2007,IDP2428,4360.11,0.651272512,0.039611752,0.345442132
1364,bnl15.45,3052.93,8.75E-05,0.690981606,0.345534546
1507,gpm609,3333.54,0.017423488,0.673919575,0.345671532
382,gpm819,770.49,0.000560057,0.695178595,0.347869326
2737,AY112355,6049.87,0.280605194,0.41611674,0.348360967
3086,bnlg1079,6903.15,0.051108241,0.645799992,0.348454116
2758,umc2335,6119.8,0.661493581,0.036069738,0.348781659
749,umc2129,1555.19,0.683854362,0.014236567,0.349045464
345,IDP856,691.85,0.113137251,0.585795269,0.34946626
2812,psr160d,6261.23,0.699715411,0.000181035,0.349948223
478,ufg14,993.5,0.700492832,0.000423312,0.350458072
557,AY109603,1223.31,0.280628807,0.420469731,0.350549269
1368,IDP2574,3055.01,0.000269035,0.700957666,0.350613351
3084,IDP439,6898.55,0.673233101,0.028602079,0.35091759
1754,mmp60,3825.26,0.692826258,0.009388839,0.351107549
3163,AY110634,7009.6,0.077902403,0.624508227,0.351205315
2702,umc1005,5926.69,0.065000043,0.63805616,0.351528102
3223,ufg75b,7155.61,0.010907841,0.692292092,0.351599966
545,umc53a,1191.91,0.087857925,0.615496995,0.35167746
1779,AY110906,3851.56,0.441425016,0.262122926,0.351773971
870,gpm926i,1840.56,0.36736496,0.336581766,0.351973363
972,gpm598,2093.46,0.697981272,0.006819843,0.352400557
362,IDP1982,720.51,0.000154128,0.704787625,0.352470876
2458,cdo938d,5341.69,0.701257467,0.004006138,0.352631803
5,gpm325a,4.97,0.009159015,0.696501641,0.352830328
785,gpm576a,1619.89,0.040314454,0.665506291,0.352910373
384,umc2181,772.94,0.005530708,0.700626083,0.353078396
2346,bcd926a,5062.46,0.707167846,8.46E-05,0.353626223
1542,npi593a,3411.81,0.70762037,5.38E-06,0.353812875
2733,AY109853,6032.09,0.557429657,0.150854172,0.354141915
2955,csu93a,6509.05,0.016630763,0.692348333,0.354489548
944,umc2033,2051.71,0.707002411,0.002536546,0.354769478
481,npi238,1004.6,0.709019148,0.000772517,0.354895833
445,gpm663a,894.95,0.70578638,0.00484309,0.355314735
850,gpm858d,1772.97,0.203403889,0.509770174,0.356587031
1206,umc2174,2553.73,0.032742037,0.680778735,0.356760386
2521,IDP98,5536.26,0.713705298,8.30E-05,0.356894149
2909,lim458,6369.32,0.561851246,0.151985064,0.356918155
307,umc1709,586.61,0.521535893,0.1932851,0.357410496
3026,gpm262,6792.35,0.702774595,0.012118078,0.357446336
2342,umc1713,5053.46,0.00012913,0.714877844,0.357503487
2416,IDP3822,5186.87,0.176917057,0.538646019,0.357781538
2469,php20020,5366.99,0.001788364,0.714546804,0.358167584
2120,IDP874,4561.86,0.015877149,0.700460788,0.358168969
1312,gpm580a,2924.66,0.072440537,0.644188798,0.358314668
2449,npi433,5291.79,0.345397042,0.372371931,0.358884486
793,IDP2477,1646.38,0.037824747,0.680638944,0.359231845
361,AY105132,720.5,0.000102102,0.718831882,0.359466992
949,umc1742,2059.02,0.718782144,0.000414975,0.35959856
3227,umc2351,7159.51,0.156601296,0.56297937,0.359790333
2006,IDP587,4359.42,0.669151955,0.051060263,0.360106109
842,umc49a,1732.6,0.05651447,0.664783065,0.360648767
1544,umc1101,3415.11,0.721358672,6.18E-06,0.360682426
1435,gpm117c,3160.82,0.415472259,0.306084554,0.360778406
1781,AY105029,3853.06,0.011814698,0.710312595,0.361063647
3087,umc1239,6903.35,0.10883421,0.613844407,0.361339308
946,IDP1455,2053.07,0.706254137,0.017430676,0.361842407
1106,psr754a,2330,0.001070004,0.722743906,0.361906955
2927,AY109792,6414.44,0.052101891,0.672002106,0.362051998
683,psr666,1485.22,0.507215557,0.217115903,0.36216573
2516,gpm534,5528.62,0.709528555,0.015365377,0.362446966
3033,gpm544b,6810.11,0.662738783,0.063008303,0.362873543
1810,IDP458,3920.84,0.714082199,0.013158025,0.363620112
1112,lim331a,2338.21,1.43E-05,0.727372564,0.36369342
1645,IDP3938,3667.61,0.265993316,0.462504866,0.364249091
1581,umc1707,3508.41,0.728682558,1.03E-07,0.364341331
2150,lim379,4625.51,0.183701758,0.545564785,0.364633272
13,AY109692,23.62,0.124875311,0.605729309,0.36530231
3143,umc2350,6973.6,0.722811431,0.007986092,0.365398762
1248,gpm34a,2677.11,0.725030857,0.005855789,0.365443323
2060,chr117d,4455.23,0.074210522,0.656947725,0.365579124
1803,IDP2445,3906.25,0.709705105,0.022693369,0.366199237
79,umc2226,164.13,0.385050353,0.349672028,0.36736119
1163,umc2273,2438.12,0.068608481,0.666511756,0.367560118
1255,lim96,2693.65,0.399658696,0.335496997,0.367577847
2132,umc1912,4593.81,0.075907809,0.659331033,0.367619421
788,IDP485,1623.1,0.004166683,0.731817708,0.367992196
1411,gpm563b,3106.81,0.675579947,0.060592375,0.368086161
2011,IDP392,4367.47,0.734983031,0.001288404,0.368135717
482,jpsb239b,1005.1,0.735427848,0.001041687,0.368234767
1817,mmp90,3929.76,0.537499942,0.199081527,0.368290734
63,csu1171,125.63,0.451136059,0.285592839,0.368364449
3074,gpm53,6889.03,0.733471028,0.003448336,0.368459682
2596,AY110056,5710.44,0.141186813,0.595847848,0.36851733
635,umc1541,1415.92,0.543729849,0.194537675,0.369133762
60,IDP1425,118.03,0.419386809,0.319394927,0.369390868
1260,IDP158,2700.07,0.705203812,0.033796465,0.369500138
3137,umc1453,6964.5,0.704314475,0.034692949,0.369503712
708,csu1080b,1495.66,0.060384529,0.678927483,0.369656006
75,IDP3970,156.2,0.063687609,0.676045255,0.369866432
2818,gpm902,6269.16,0.741612494,3.99E-07,0.370806447
1243,gpm365d,2663.6,0.739372577,0.002395558,0.370884068
730,gpm620a,1520.02,0.725069717,0.016703191,0.370886454
2872,gpm246b,6327.99,0.545745533,0.19670013,0.371222831
457,vef101b,922.53,0.272008614,0.470770936,0.371389775
2133,gpm795,4594.21,0.014275328,0.729173578,0.371724453
1650,IDP684,3680.52,0.149076249,0.594870204,0.371973227
386,umc1838a,775.84,0.000494646,0.743821608,0.372158127
2806,ufg71,6249.42,0.744309106,9.63E-05,0.372202703
311,uaz147b,598.41,0.658612534,0.0859852,0.372298867
1111,gpm716d,2336.23,0.023146365,0.72158181,0.372364088
1348,gpm155,3027.44,0.744964673,1.16E-05,0.372488137
1151,bnlg1605,2414.72,0.744828126,0.000584121,0.372706124
639,mmp167,1422.32,0.745097376,0.000626372,0.372861874
2413,ufg17,5182.59,0.334690666,0.41159176,0.373141213
1241,gpm660c,2659.88,0.742033335,0.006286366,0.37415985
1936,cdo1173c,4276.12,0.49113246,0.258252846,0.374692653
998,umc1920,2128.43,0.720745377,0.028719691,0.374732534
1954,mez1,4293.09,0.718223466,0.031634381,0.374928923
2234,umc1159,4847.01,0.480327056,0.270919373,0.375623215
1828,IDP211,3953.03,0.750730691,0.001034653,0.375882672
1653,ufg27,3694.31,0.233988271,0.517967991,0.375978131
2655,bnlg1152,5814.19,0.748244044,0.003762685,0.376003364
385,IDP707,773.76,0.000494646,0.751936287,0.376215467
1367,IDP857,3054.99,0.002595016,0.75096958,0.376782298
1063,umc2265,2224.1,0.130534222,0.624182668,0.377358445
1156,gpm649,2419.1,0.749688914,0.005309042,0.377498978
1103,mmp27,2321.5,0.073524029,0.683517644,0.378520836
2595,IDP602,5709.13,0.029336352,0.727816729,0.378576541
2839,gtd101,6283.52,0.757063228,0.000130828,0.378597028
320,umc2237,616.91,0.441636414,0.315561779,0.378599097
2077,umc1114,4486.79,0.592821104,0.165012409,0.378916756
9,IDP1447,19.92,0.049636997,0.70960369,0.379620343
3194,bnl17.02,7078,0.712323972,0.047671376,0.379997674
392,an1,783.75,3.01E-05,0.760803663,0.380416878
3122,AY110514,6944.6,0.61499938,0.14587401,0.380436695
3191,jpsb365a,7073.5,0.748213691,0.012702497,0.380458094
1351,IDP3983,3030.61,0.76116145,0.000382872,0.380772161
77,gpm667,162.62,0.030900743,0.732070669,0.381485706
2924,ufg67,6406.54,0.511200839,0.252007418,0.381604129
341,lim442,683.61,0.119212802,0.645397185,0.382304994
55,umc2224,109.23,0.065794425,0.699087164,0.382440795
1131,IDP1689,2364.96,0.141190811,0.623944478,0.382567644
1752,umc40,3823.26,0.733000022,0.032474195,0.382737108
2466,umc1760,5362.69,2.28E-05,0.765566745,0.382794752
2810,IDP1681,6255.01,0.764847982,0.000780629,0.382814305
2526,psr598,5556.63,0.766026962,4.44E-05,0.383035681
2020,gpm363c,4387.78,0.763041371,0.004127407,0.383584389
1309,umc2281,2918.61,0.191247022,0.576088353,0.383667687
2468,phi116,5366.59,0.00304876,0.764436788,0.383742774
1907,gpm596,4192.46,0.388310601,0.380032211,0.384171406
