Entry,Treatment,Line,Replicate,Height_in,comments
567,Control,Mo383,8,72,
567,Control,Mo383,9,75,
567,Control,Mo383,10,71,
567,Control,Mo383,11,71,
567,Control,Mo383,12,77,
567,Control,Mo383,13,77,
567,Control,Mo383,14,73,
567,Control,Mo383,15,68,
567,Control,Mo383,16,68,
567,Control,Mo383,17,73,
567,Control,Mo383,18,72,
567,Control,Mo383,19,74,
568,Control,IBMB73,1,87,
568,Control,IBMB73,2,91,
568,Control,IBMB73,3,90,
568,Control,IBMB73,4,86,
568,Control,IBMB73,5,87,
568,Control,IBMB73,6,83,
568,Control,IBMB73,7,85,
568,Control,IBMB73,8,87,
568,Control,IBMB73,9,58,
568,Control,IBMB73,10,82,
568,Control,IBMB73,11,83,
568,Control,IBMB73,12,88,
568,Control,IBMB73,13,81,
568,Control,IBMB73,14,84,
568,Control,IBMB73,15,80,
568,Control,IBMB73,16,82,
568,Control,IBMB73,17,82,
568,Control,IBMB73,18,85,
568,Control,IBMB73,19,77,
568,Control,IBMB73,20,86,
569,Control,IBMMo17,1,79,
569,Control,IBMMo17,2,79,
569,Control,IBMMo17,3,80,
569,Control,IBMMo17,4,68,
569,Control,IBMMo17,5,76,
569,Control,IBMMo17,6,74,
569,Control,IBMMo17,7,73,
569,Control,IBMMo17,8,76,
569,Control,IBMMo17,9,76,
569,Control,IBMMo17,10,79,
569,Control,IBMMo17,11,73,
569,Control,IBMMo17,12,78,
569,Control,IBMMo17,13,76,
569,Control,IBMMo17,14,79,
569,Control,IBMMo17,15,76,
569,Control,IBMMo17,16,77,
569,Control,IBMMo17,17,72,
569,Control,IBMMo17,18,75,
569,Control,IBMMo17,19,77,
570,Control,B73,1,76,
570,Control,B73,2,71,
570,Control,B73,3,72,
570,Control,B73,4,62,
570,Control,B73,5,70,
570,Control,B73,6,69,
570,Control,B73,7,76,
570,Control,B73,8,68,
570,Control,B73,9,65,
570,Control,B73,10,71,
570,Control,B73,11,70,
570,Control,B73,12,65,
570,Control,B73,13,65,
570,Control,B73,14,60,
570,Control,B73,15,74,
570,Control,B73,16,68,
570,Control,B73,17,65,
570,Control,B73,18,69,
570,Control,B73,19,66,
439,low nitrogen,Mo001 ,1,38,
439,low nitrogen,Mo001 ,2,44,
439,low nitrogen,Mo001 ,3,28,
439,low nitrogen,Mo001 ,4,33,
439,low nitrogen,Mo001 ,5,38,
439,low nitrogen,Mo001 ,6,33,
439,low nitrogen,Mo001 ,7,50,
439,low nitrogen,Mo001 ,8,33,
439,low nitrogen,Mo001 ,9,49,
439,low nitrogen,Mo001 ,10,50,
440,low nitrogen,Mo005,1,55,
440,low nitrogen,Mo005,2,52,
440,low nitrogen,Mo005,3,49,
440,low nitrogen,Mo005,4,48,
440,low nitrogen,Mo005,5,60,
440,low nitrogen,Mo005,6,53,
440,low nitrogen,Mo005,7,57,
440,low nitrogen,Mo005,8,58,
440,low nitrogen,Mo005,9,61,
440,low nitrogen,Mo005,10,62,
440,low nitrogen,Mo005,11,59,
440,low nitrogen,Mo005,12,57,
440,low nitrogen,Mo005,13,59,
440,low nitrogen,Mo005,14,64,
441,low nitrogen,B73,1,63,
441,low nitrogen,B73,2,49,
441,low nitrogen,B73,3,56,
441,low nitrogen,B73,4,60,
441,low nitrogen,B73,5,65,
441,low nitrogen,B73,6,65,
441,low nitrogen,B73,7,66,
441,low nitrogen,B73,8,66,
441,low nitrogen,B73,9,63,
441,low nitrogen,B73,10,65,
441,low nitrogen,B73,11,65,
442,low nitrogen,Mo021,1,63,
442,low nitrogen,Mo021,2,62,
442,low nitrogen,Mo021,3,65,
442,low nitrogen,Mo021,4,65,
442,low nitrogen,Mo021,5,63,
442,low nitrogen,Mo021,6,63,
442,low nitrogen,Mo021,7,60,
442,low nitrogen,Mo021,8,64,
442,low nitrogen,Mo021,9,65,
442,low nitrogen,Mo021,10,71,
442,low nitrogen,Mo021,11,65,
442,low nitrogen,Mo021,12,64,
442,low nitrogen,Mo021,13,67,
442,low nitrogen,Mo021,14,64,
442,low nitrogen,Mo021,15,65,
442,low nitrogen,Mo021,16,62,
442,low nitrogen,Mo021,17,57,
442,low nitrogen,Mo021,18,68,
442,low nitrogen,Mo021,19,64,
442,low nitrogen,Mo021,20,64,
443,low nitrogen,Mo022,1,61,
443,low nitrogen,Mo022,2,59,
443,low nitrogen,Mo022,3,59,
443,low nitrogen,Mo022,4,58,
443,low nitrogen,Mo022,5,62,
444,low nitrogen,Mo028,1,59,
444,low nitrogen,Mo028,2,55,
444,low nitrogen,Mo028,3,64,
444,low nitrogen,Mo028,4,35,
444,low nitrogen,Mo028,5,63,
444,low nitrogen,Mo028,6,56,
444,low nitrogen,Mo028,7,58,
444,low nitrogen,Mo028,8,56,
444,low nitrogen,Mo028,9,59,
444,low nitrogen,Mo028,10,58,
444,low nitrogen,Mo028,11,55,
444,low nitrogen,Mo028,12,57,
451,low nitrogen,Mo029,1,40,
451,low nitrogen,Mo029,2,42,
451,low nitrogen,Mo029,3,41,
451,low nitrogen,Mo029,4,36,
451,low nitrogen,Mo029,5,40,
451,low nitrogen,Mo029,6,43,
451,low nitrogen,Mo029,7,40,
451,low nitrogen,Mo029,8,42,
451,low nitrogen,Mo029,9,41,
451,low nitrogen,Mo029,10,35,
451,low nitrogen,Mo029,11,32,
451,low nitrogen,Mo029,12,31,
451,low nitrogen,Mo029,13,35,
451,low nitrogen,Mo029,14,29,
451,low nitrogen,Mo029,15,38,
451,low nitrogen,Mo029,16,38,
452,low nitrogen,Mo17 parent,1,55,
452,low nitrogen,Mo17 parent,2,59,
452,low nitrogen,Mo17 parent,3,53,
452,low nitrogen,Mo17 parent,4,59,
452,low nitrogen,Mo17 parent,5,55,
452,low nitrogen,Mo17 parent,6,48,
452,low nitrogen,Mo17 parent,7,46,
452,low nitrogen,Mo17 parent,8,44,
452,low nitrogen,Mo17 parent,9,46,
453,low nitrogen,Mo030,1,51,
453,low nitrogen,Mo030,2,63,
453,low nitrogen,Mo030,3,61,
453,low nitrogen,Mo030,4,56,
453,low nitrogen,Mo030,5,57,
453,low nitrogen,Mo030,6,59,
453,low nitrogen,Mo030,7,55,
453,low nitrogen,Mo030,8,54,
453,low nitrogen,Mo030,9,62,
453,low nitrogen,Mo030,10,60,
453,low nitrogen,Mo030,11,59,
453,low nitrogen,Mo030,12,53,
453,low nitrogen,Mo030,13,58,
453,low nitrogen,Mo030,14,57,
453,low nitrogen,Mo030,15,56,
453,low nitrogen,Mo030,16,44,
453,low nitrogen,Mo030,17,57,
453,low nitrogen,Mo030,18,57,
453,low nitrogen,Mo030,19,57,
454,low nitrogen,B73,1,65,
454,low nitrogen,B73,2,54,
454,low nitrogen,B73,3,58,
454,low nitrogen,B73,4,56,
454,low nitrogen,B73,5,54,
454,low nitrogen,B73,6,56,
454,low nitrogen,B73,7,60,
454,low nitrogen,B73,8,61,
454,low nitrogen,B73,9,61,
454,low nitrogen,B73,10,58,
454,low nitrogen,B73,11,57,
454,low nitrogen,B73,12,59,
454,low nitrogen,B73,13,60,
454,low nitrogen,B73,14,63,
454,low nitrogen,B73,15,67,
454,low nitrogen,B73,16,63,
455,low nitrogen,Mo031,1,70,
455,low nitrogen,Mo031,2,60,
455,low nitrogen,Mo031,3,61,
455,low nitrogen,Mo031,4,59,
455,low nitrogen,Mo031,5,61,
455,low nitrogen,Mo031,6,65,
455,low nitrogen,Mo031,7,64,
455,low nitrogen,Mo031,8,59,
455,low nitrogen,Mo031,9,58,
455,low nitrogen,Mo031,10,60,
455,low nitrogen,Mo031,11,54,
455,low nitrogen,Mo031,12,58,
455,low nitrogen,Mo031,13,65,
455,low nitrogen,Mo031,14,54,
455,low nitrogen,Mo031,15,58,
455,low nitrogen,Mo031,16,63,
455,low nitrogen,Mo031,17,55,
455,low nitrogen,Mo031,18,54,
456,low nitrogen,Mo032,1,66,
456,low nitrogen,Mo032,2,66,
456,low nitrogen,Mo032,3,72,
456,low nitrogen,Mo032,4,69,
456,low nitrogen,Mo032,5,66,
456,low nitrogen,Mo032,6,61,
456,low nitrogen,Mo032,7,58,
456,low nitrogen,Mo032,8,66,
456,low nitrogen,Mo032,9,63,
456,low nitrogen,Mo032,10,62,
456,low nitrogen,Mo032,11,60,
456,low nitrogen,Mo032,12,65,
456,low nitrogen,Mo032,13,63,
456,low nitrogen,Mo032,14,61,
456,low nitrogen,Mo032,15,67,
456,low nitrogen,Mo032,16,66,
456,low nitrogen,Mo032,17,73,
456,low nitrogen,Mo032,18,71,
456,low nitrogen,Mo032,19,60,
463,low nitrogen,Mo033,1,39,
463,low nitrogen,Mo033,2,30,
463,low nitrogen,Mo033,3,36,
463,low nitrogen,Mo033,4,44,
463,low nitrogen,Mo033,5,34,
463,low nitrogen,Mo033,6,34,
463,low nitrogen,Mo033,7,37,
463,low nitrogen,Mo033,8,28,
463,low nitrogen,Mo033,9,44,
463,low nitrogen,Mo033,10,37,
463,low nitrogen,Mo033,11,36,
463,low nitrogen,Mo033,12,28,
463,low nitrogen,Mo033,13,28,
464,low nitrogen,Mo034,1,49,
464,low nitrogen,Mo034,2,49,
464,low nitrogen,Mo034,3,46,
464,low nitrogen,Mo034,4,53,
464,low nitrogen,Mo034,5,52,
464,low nitrogen,Mo034,6,53,
464,low nitrogen,Mo034,7,42,
464,low nitrogen,Mo034,8,47,
464,low nitrogen,Mo034,9,37,
464,low nitrogen,Mo034,10,46,
464,low nitrogen,Mo034,11,50,
464,low nitrogen,Mo034,12,55,
465,low nitrogen,Mo035,1,45,
465,low nitrogen,Mo035,2,38,
465,low nitrogen,Mo035,3,39,
465,low nitrogen,Mo035,4,42,
465,low nitrogen,Mo035,5,40,
465,low nitrogen,Mo035,6,50,
465,low nitrogen,Mo035,7,41,
465,low nitrogen,Mo035,8,50,
465,low nitrogen,Mo035,9,47,
465,low nitrogen,Mo035,10,50,
465,low nitrogen,Mo035,11,50,
465,low nitrogen,Mo035,12,40,
465,low nitrogen,Mo035,13,45,
465,low nitrogen,Mo035,14,50,
465,low nitrogen,Mo035,15,46,
465,low nitrogen,Mo035,16,48,
466,low nitrogen,Mo040,1,57,
466,low nitrogen,Mo040,2,36,
466,low nitrogen,Mo040,3,39,
466,low nitrogen,Mo040,4,48,
466,low nitrogen,Mo040,5,51,
466,low nitrogen,Mo040,6,49,
466,low nitrogen,Mo040,7,56,
466,low nitrogen,Mo040,8,54,
466,low nitrogen,Mo040,9,51,
466,low nitrogen,Mo040,10,54,
466,low nitrogen,Mo040,11,62,
466,low nitrogen,Mo040,12,57,
466,low nitrogen,Mo040,13,45,
466,low nitrogen,Mo040,14,32,
466,low nitrogen,Mo040,15,58,
466,low nitrogen,Mo040,16,54,
466,low nitrogen,Mo040,17,58,
467,low nitrogen,Mo044,1,57,
467,low nitrogen,Mo044,2,53,
467,low nitrogen,Mo044,3,53,
467,low nitrogen,Mo044,4,59,
467,low nitrogen,Mo044,5,59,
467,low nitrogen,Mo044,6,57,
467,low nitrogen,Mo044,7,58,
467,low nitrogen,Mo044,8,54,
467,low nitrogen,Mo044,9,43,
467,low nitrogen,Mo044,10,52,
467,low nitrogen,Mo044,11,54,
467,low nitrogen,Mo044,12,40,
467,low nitrogen,Mo044,13,58,
467,low nitrogen,Mo044,14,49,
467,low nitrogen,Mo044,15,60,
468,low nitrogen,Mo045,1,51,
468,low nitrogen,Mo045,2,48,
468,low nitrogen,Mo045,3,47,
468,low nitrogen,Mo045,4,50,
468,low nitrogen,Mo045,5,54,
468,low nitrogen,Mo045,6,55,
468,low nitrogen,Mo045,7,48,
468,low nitrogen,Mo045,8,43,
468,low nitrogen,Mo045,9,52,
468,low nitrogen,Mo045,10,49,
468,low nitrogen,Mo045,11,54,
468,low nitrogen,Mo045,12,53,
468,low nitrogen,Mo045,13,52,
468,low nitrogen,Mo045,14,51,
468,low nitrogen,Mo045,15,49,
475,low nitrogen,B73,1,33,
475,low nitrogen,B73,2,44,
475,low nitrogen,B73,3,36,
475,low nitrogen,B73,4,37,
475,low nitrogen,B73,5,34,
475,low nitrogen,B73,6,31,
475,low nitrogen,B73,7,36,
475,low nitrogen,B73,8,35,
475,low nitrogen,B73,9,35,
475,low nitrogen,B73,10,33,
475,low nitrogen,B73,11,40,
475,low nitrogen,B73,12,35,
475,low nitrogen,B73,13,37,
475,low nitrogen,B73,14,36,
475,low nitrogen,B73,15,35,
475,low nitrogen,B73,16,41,
475,low nitrogen,B73,17,42,
475,low nitrogen,B73,18,41,
475,low nitrogen,B73,19,46,
475,low nitrogen,B73,20,34,
475,low nitrogen,B73,21,33,
476,low nitrogen,Mo046,1,44,
476,low nitrogen,Mo046,2,28,
476,low nitrogen,Mo046,3,45,
476,low nitrogen,Mo046,4,32,
476,low nitrogen,Mo046,5,32,
476,low nitrogen,Mo046,6,27,
476,low nitrogen,Mo046,7,30,
476,low nitrogen,Mo046,8,39,
476,low nitrogen,Mo046,9,41,
476,low nitrogen,Mo046,10,30,
476,low nitrogen,Mo046,11,36,
476,low nitrogen,Mo046,12,39,
476,low nitrogen,Mo046,13,30,
476,low nitrogen,Mo046,14,30,
476,low nitrogen,Mo046,15,33,
477,low nitrogen,Mo052,1,54,
477,low nitrogen,Mo052,2,53,
477,low nitrogen,Mo052,3,55,
477,low nitrogen,Mo052,4,53,
477,low nitrogen,Mo052,5,53,
477,low nitrogen,Mo052,6,50,
477,low nitrogen,Mo052,7,24,
477,low nitrogen,Mo052,8,27,
477,low nitrogen,Mo052,9,52,
477,low nitrogen,Mo052,10,50,
477,low nitrogen,Mo052,11,50,
477,low nitrogen,Mo052,12,50,
477,low nitrogen,Mo052,13,49,
477,low nitrogen,Mo052,14,51,
478,low nitrogen,Mo054,1,59,
478,low nitrogen,Mo054,2,59,
478,low nitrogen,Mo054,3,55,
478,low nitrogen,Mo054,4,59,
478,low nitrogen,Mo054,5,59,
478,low nitrogen,Mo054,6,45,
478,low nitrogen,Mo054,7,58,
478,low nitrogen,Mo054,8,52,
478,low nitrogen,Mo054,9,58,
478,low nitrogen,Mo054,10,59,
478,low nitrogen,Mo054,11,54,
478,low nitrogen,Mo054,12,54,
478,low nitrogen,Mo054,13,61,
478,low nitrogen,Mo054,14,52,
478,low nitrogen,Mo054,15,50,
478,low nitrogen,Mo054,16,56,
478,low nitrogen,Mo054,17,55,
478,low nitrogen,Mo054,18,50,
479,low nitrogen,Mo055,1,54,
479,low nitrogen,Mo055,2,53,
479,low nitrogen,Mo055,3,45,
479,low nitrogen,Mo055,4,53,
479,low nitrogen,Mo055,5,54,
479,low nitrogen,Mo055,6,54,
479,low nitrogen,Mo055,7,58,
479,low nitrogen,Mo055,8,55,
479,low nitrogen,Mo055,9,58,
479,low nitrogen,Mo055,10,55,
479,low nitrogen,Mo055,11,54,
479,low nitrogen,Mo055,12,51,
479,low nitrogen,Mo055,13,51,
479,low nitrogen,Mo055,14,50,
479,low nitrogen,Mo055,15,53,
479,low nitrogen,Mo055,16,56,
480,low nitrogen,Mo057,1,42,
480,low nitrogen,Mo057,2,49,
480,low nitrogen,Mo057,3,52,
480,low nitrogen,Mo057,4,50,
480,low nitrogen,Mo057,5,49,
480,low nitrogen,Mo057,6,53,
480,low nitrogen,Mo057,7,46,
480,low nitrogen,Mo057,8,48,
480,low nitrogen,Mo057,9,53,
480,low nitrogen,Mo057,10,42,
480,low nitrogen,Mo057,11,49,
480,low nitrogen,Mo057,12,53,
480,low nitrogen,Mo057,13,55,
480,low nitrogen,Mo057,14,51,
480,low nitrogen,Mo057,15,56,
480,low nitrogen,Mo057,16,48,
480,low nitrogen,Mo057,17,54,
480,low nitrogen,Mo057,18,55,
480,low nitrogen,Mo057,19,57,
487,low nitrogen,Mo058,1,37,
487,low nitrogen,Mo058,2,31,
487,low nitrogen,Mo058,3,32,
487,low nitrogen,Mo058,4,31,
487,low nitrogen,Mo058,5,35,
487,low nitrogen,Mo058,6,24,
487,low nitrogen,Mo058,7,26,
487,low nitrogen,Mo058,8,35,
487,low nitrogen,Mo058,9,29,
487,low nitrogen,Mo058,10,37,
487,low nitrogen,Mo058,11,31,
487,low nitrogen,Mo058,12,38,
487,low nitrogen,Mo058,13,38,
487,low nitrogen,Mo058,14,32,
488,low nitrogen,Mo060,1,55,
488,low nitrogen,Mo060,2,51,
488,low nitrogen,Mo060,3,448,
488,low nitrogen,Mo060,4,43,
488,low nitrogen,Mo060,5,41,
488,low nitrogen,Mo060,6,49,
488,low nitrogen,Mo060,7,43,
488,low nitrogen,Mo060,8,40,
488,low nitrogen,Mo060,9,45,
488,low nitrogen,Mo060,10,42,
488,low nitrogen,Mo060,11,51,
488,low nitrogen,Mo060,12,48,
488,low nitrogen,Mo060,13,49,
488,low nitrogen,Mo060,14,50,
488,low nitrogen,Mo060,15,51,
488,low nitrogen,Mo060,16,50,
488,low nitrogen,Mo060,17,44,
489,low nitrogen,Mo061,1,55,
489,low nitrogen,Mo061,2,44,
489,low nitrogen,Mo061,3,49,
489,low nitrogen,Mo061,4,50,
489,low nitrogen,Mo061,5,41,
489,low nitrogen,Mo061,6,26,
489,low nitrogen,Mo061,7,35,
489,low nitrogen,Mo061,8,37,
489,low nitrogen,Mo061,9,39,
489,low nitrogen,Mo061,10,38,
489,low nitrogen,Mo061,11,42,
489,low nitrogen,Mo061,12,48,
489,low nitrogen,Mo061,13,48,
489,low nitrogen,Mo061,14,50,
489,low nitrogen,Mo061,15,25,
489,low nitrogen,Mo061,16,56,
490,low nitrogen,B73,1,63,
490,low nitrogen,B73,2,67,
490,low nitrogen,B73,3,49,
490,low nitrogen,B73,4,53,
490,low nitrogen,B73,5,56,
490,low nitrogen,B73,6,51,
490,low nitrogen,B73,7,44,
490,low nitrogen,B73,8,61,
490,low nitrogen,B73,9,64,
490,low nitrogen,B73,10,49,
490,low nitrogen,B73,11,48,
490,low nitrogen,B73,12,44,
490,low nitrogen,B73,13,56,
490,low nitrogen,B73,14,52,
490,low nitrogen,B73,15,51,
491,low nitrogen,Mo066,1,45,
491,low nitrogen,Mo066,2,40,
491,low nitrogen,Mo066,3,35,
491,low nitrogen,Mo066,4,47,
491,low nitrogen,Mo066,5,38,
491,low nitrogen,Mo066,6,38,
491,low nitrogen,Mo066,7,40,
491,low nitrogen,Mo066,8,36,
491,low nitrogen,Mo066,9,48,
491,low nitrogen,Mo066,10,45,
491,low nitrogen,Mo066,11,45,
491,low nitrogen,Mo066,12,51,
491,low nitrogen,Mo066,13,58,
492,low nitrogen,Mo074,1,56,
492,low nitrogen,Mo074,2,53,
492,low nitrogen,Mo074,3,54,
492,low nitrogen,Mo074,4,50,
492,low nitrogen,Mo074,5,61,
492,low nitrogen,Mo074,6,59,
492,low nitrogen,Mo074,7,64,
492,low nitrogen,Mo074,8,60,
492,low nitrogen,Mo074,9,60,
492,low nitrogen,Mo074,10,59,
499,low nitrogen,Mo17 parent,1,58,
499,low nitrogen,Mo17 parent,2,70,
499,low nitrogen,Mo17 parent,3,35,
499,low nitrogen,Mo17 parent,4,34,
499,low nitrogen,Mo17 parent,5,50,
499,low nitrogen,Mo17 parent,6,57,
499,low nitrogen,Mo17 parent,7,48,
499,low nitrogen,Mo17 parent,8,40,
499,low nitrogen,Mo17 parent,9,41,
499,low nitrogen,Mo17 parent,10,52,
499,low nitrogen,Mo17 parent,11,44,
499,low nitrogen,Mo17 parent,12,46,
500,low nitrogen,Mo076,1,45,
500,low nitrogen,Mo076,2,55,
500,low nitrogen,Mo076,3,59,
500,low nitrogen,Mo076,4,51,
500,low nitrogen,Mo076,5,50,
500,low nitrogen,Mo076,6,59,
501,low nitrogen,Mo262,1,54,
501,low nitrogen,Mo262,2,55,
501,low nitrogen,Mo262,3,50,
501,low nitrogen,Mo262,4,52,
501,low nitrogen,Mo262,5,55,
501,low nitrogen,Mo262,6,52,
501,low nitrogen,Mo262,7,57,
501,low nitrogen,Mo262,8,57,
501,low nitrogen,Mo262,9,57,
501,low nitrogen,Mo262,10,57,
501,low nitrogen,Mo262,11,59,
501,low nitrogen,Mo262,12,55,
502,low nitrogen,Mo264,1,44,
502,low nitrogen,Mo264,2,41,
502,low nitrogen,Mo264,3,42,
502,low nitrogen,Mo264,4,46,
502,low nitrogen,Mo264,5,42,
502,low nitrogen,Mo264,6,39,
502,low nitrogen,Mo264,7,45,
502,low nitrogen,Mo264,8,36,
502,low nitrogen,Mo264,9,46,
502,low nitrogen,Mo264,10,32,
502,low nitrogen,Mo264,11,43,
502,low nitrogen,Mo264,12,45,
502,low nitrogen,Mo264,13,50,
502,low nitrogen,Mo264,14,43,
503,low nitrogen,B73,1,58,
503,low nitrogen,B73,2,62,
503,low nitrogen,B73,3,50,
503,low nitrogen,B73,4,57,
503,low nitrogen,B73,5,58,
503,low nitrogen,B73,6,54,
503,low nitrogen,B73,7,53,
503,low nitrogen,B73,8,53,
503,low nitrogen,B73,9,60,
503,low nitrogen,B73,10,55,
503,low nitrogen,B73,11,56,
503,low nitrogen,B73,12,49,
503,low nitrogen,B73,13,56,
503,low nitrogen,B73,14,60,
504,low nitrogen,Mo265,1,58,
504,low nitrogen,Mo265,2,54,
504,low nitrogen,Mo265,3,52,
504,low nitrogen,Mo265,4,59,
504,low nitrogen,Mo265,5,57,
504,low nitrogen,Mo265,6,61,
504,low nitrogen,Mo265,7,43,
504,low nitrogen,Mo265,8,52,
504,low nitrogen,Mo265,9,57,
504,low nitrogen,Mo265,10,53,
504,low nitrogen,Mo265,11,58,
511,low nitrogen,Mo266,1,29,
511,low nitrogen,Mo266,2,24,
511,low nitrogen,Mo266,3,27,
511,low nitrogen,Mo266,4,25,
511,low nitrogen,Mo266,5,39,
511,low nitrogen,Mo266,6,32,
511,low nitrogen,Mo266,7,33,
511,low nitrogen,Mo266,8,43,
511,low nitrogen,Mo266,9,38,
511,low nitrogen,Mo266,10,32,
511,low nitrogen,Mo266,11,30,
511,low nitrogen,Mo266,12,26,
511,low nitrogen,Mo266,13,24,
511,low nitrogen,Mo266,14,31,
511,low nitrogen,Mo266,15,32,
511,low nitrogen,Mo266,16,40,
512,low nitrogen,Mo267,1,45,
512,low nitrogen,Mo267,2,35,
512,low nitrogen,Mo267,3,30,
512,low nitrogen,Mo267,4,26,
512,low nitrogen,Mo267,5,31,
512,low nitrogen,Mo267,6,44,
512,low nitrogen,Mo267,7,43,
512,low nitrogen,Mo267,8,34,
512,low nitrogen,Mo267,9,41,
512,low nitrogen,Mo267,10,39,
512,low nitrogen,Mo267,11,35,
512,low nitrogen,Mo267,12,43,
512,low nitrogen,Mo267,13,39,
512,low nitrogen,Mo267,14,41,
512,low nitrogen,Mo267,15,35,
512,low nitrogen,Mo267,16,33,
513,low nitrogen,Mo269,1,47,
513,low nitrogen,Mo269,2,43,
513,low nitrogen,Mo269,3,42,
513,low nitrogen,Mo269,4,28,
513,low nitrogen,Mo269,5,48,
513,low nitrogen,Mo269,6,39,
513,low nitrogen,Mo269,7,41,
513,low nitrogen,Mo269,8,28,
513,low nitrogen,Mo269,9,45,
513,low nitrogen,Mo269,10,49,
513,low nitrogen,Mo269,11,43,
513,low nitrogen,Mo269,12,49,
513,low nitrogen,Mo269,13,32,
513,low nitrogen,Mo269,14,35,
513,low nitrogen,Mo269,15,40,
513,low nitrogen,Mo269,16,45,
513,low nitrogen,Mo269,17,47,
514,low nitrogen,Mo272,1,61,
514,low nitrogen,Mo272,2,60,
514,low nitrogen,Mo272,3,60,
514,low nitrogen,Mo272,4,59,
514,low nitrogen,Mo272,5,61,
514,low nitrogen,Mo272,6,61,
514,low nitrogen,Mo272,7,50,
514,low nitrogen,Mo272,8,51,
514,low nitrogen,Mo272,9,49,
514,low nitrogen,Mo272,10,53,
514,low nitrogen,Mo272,11,48,
514,low nitrogen,Mo272,12,54,
514,low nitrogen,Mo272,13,45,
514,low nitrogen,Mo272,14,46,
514,low nitrogen,Mo272,15,41,
515,low nitrogen,Mo275,1,49,
515,low nitrogen,Mo275,2,50,
515,low nitrogen,Mo275,3,51,
515,low nitrogen,Mo275,4,53,
515,low nitrogen,Mo275,5,54,
515,low nitrogen,Mo275,6,48,
515,low nitrogen,Mo275,7,48,
515,low nitrogen,Mo275,8,44,
515,low nitrogen,Mo275,9,45,
515,low nitrogen,Mo275,10,48,
515,low nitrogen,Mo275,11,52,
515,low nitrogen,Mo275,12,52,
516,low nitrogen,Mo276,1,55,
516,low nitrogen,Mo276,2,55,
516,low nitrogen,Mo276,3,58,
516,low nitrogen,Mo276,4,57,
516,low nitrogen,Mo276,5,57,
516,low nitrogen,Mo276,6,57,
516,low nitrogen,Mo276,7,57,
516,low nitrogen,Mo276,8,56,
516,low nitrogen,Mo276,9,57,
516,low nitrogen,Mo276,10,49,
516,low nitrogen,Mo276,11,61,
516,low nitrogen,Mo276,12,56,
516,low nitrogen,Mo276,13,58,
516,low nitrogen,Mo276,14,59,
516,low nitrogen,Mo276,15,59,
516,low nitrogen,Mo276,16,56,
516,low nitrogen,Mo276,17,61,
523,low nitrogen,Mo281,1,39,
523,low nitrogen,Mo281,2,24,
523,low nitrogen,Mo281,3,31,
523,low nitrogen,Mo281,4,29,
523,low nitrogen,Mo281,5,29,
523,low nitrogen,Mo281,6,24,
524,low nitrogen,Mo284,1,41,
524,low nitrogen,Mo284,2,27,
524,low nitrogen,Mo284,3,31,
524,low nitrogen,Mo284,4,32,
524,low nitrogen,Mo284,5,37,
524,low nitrogen,Mo284,6,27,
524,low nitrogen,Mo284,7,33,
525,low nitrogen,B73,1,34,
525,low nitrogen,B73,2,32,
525,low nitrogen,B73,3,37,
525,low nitrogen,B73,4,48,
525,low nitrogen,B73,5,43,
525,low nitrogen,B73,6,43,
525,low nitrogen,B73,7,44,
525,low nitrogen,B73,8,39,
525,low nitrogen,B73,9,34,
525,low nitrogen,B73,10,40,
526,low nitrogen,Mo287,1,41,
526,low nitrogen,Mo287,2,43,
526,low nitrogen,Mo287,3,42,
526,low nitrogen,Mo287,4,44,
526,low nitrogen,Mo287,5,46,
526,low nitrogen,Mo287,6,47,
526,low nitrogen,Mo287,7,51,
526,low nitrogen,Mo287,8,44,
526,low nitrogen,Mo287,9,50,
526,low nitrogen,Mo287,10,34,
526,low nitrogen,Mo287,11,52,
526,low nitrogen,Mo287,12,48,
526,low nitrogen,Mo287,13,53,
526,low nitrogen,Mo287,14,47,
526,low nitrogen,Mo287,15,57,
526,low nitrogen,Mo287,16,64,
527,low nitrogen,Mo288,1,44,
527,low nitrogen,Mo288,2,45,
527,low nitrogen,Mo288,3,46,
527,low nitrogen,Mo288,4,51,
527,low nitrogen,Mo288,5,49,
527,low nitrogen,Mo288,6,48,
527,low nitrogen,Mo288,7,45,
527,low nitrogen,Mo288,8,51,
527,low nitrogen,Mo288,9,55,
527,low nitrogen,Mo288,10,51,
527,low nitrogen,Mo288,11,52,
527,low nitrogen,Mo288,12,52,
527,low nitrogen,Mo288,13,53,
527,low nitrogen,Mo288,14,59,
527,low nitrogen,Mo288,15,57,
527,low nitrogen,Mo288,16,49,
528,low nitrogen,Mo296,1,54,
528,low nitrogen,Mo296,2,50,
528,low nitrogen,Mo296,3,58,
528,low nitrogen,Mo296,4,51,
528,low nitrogen,Mo296,5,55,
528,low nitrogen,Mo296,6,53,
528,low nitrogen,Mo296,7,44,
528,low nitrogen,Mo296,8,39,
535,low nitrogen,Mo297,1,24,
535,low nitrogen,Mo297,2,30,
535,low nitrogen,Mo297,3,27,
535,low nitrogen,Mo297,4,36,
535,low nitrogen,Mo297,5,25,
535,low nitrogen,Mo297,6,26,
535,low nitrogen,Mo297,7,26,
535,low nitrogen,Mo297,8,23,
536,low nitrogen,B73,1,24,
536,low nitrogen,B73,2,36,
536,low nitrogen,B73,3,35,
536,low nitrogen,B73,4,34,
536,low nitrogen,B73,5,34,
536,low nitrogen,B73,6,37,
