,SNP Names,Position (cM),Mean LOD,Mean P Value,Variance LOD,Variance P Value,Joint LOD,Joint P Value,A Mean Est,A Mean Lower Bound,A Mean Upper Bound,A Standard Deviation Est,A Standard Deviation Lower Bound,A Standard Deviation Upper Bound,B Mean Est,B Mean Lower Bound,B Mean Upper Bound,B Standard Deviation Est,B Standard Deviation Lower Bound,B Standard Deviation Upper Bound
115,IDP112,251.06,7.265261569,0.026446518,0.439164387,0.802854166,7.486162893,0.112321001,57.39961759,56.79432958,58.0049056,10.41738349,9.44474274,11.49018897,63.88993711,63.10765538,64.67221884,10.48962469,9.250566927,11.89464679
116,IDP142,252.7,5.770166363,0.055850144,2.205423665,0.331969616,7.479202646,0.112629873,58.24955437,57.64814152,58.85096722,9.802198767,8.885169306,10.81387392,63.06785714,62.25135006,63.88436422,9.456933718,8.229420808,10.86754432
117,npi242b,253.54,10.51859881,0.005198946,5.369266833,0.068246207,10.8348758,0.028483824,58.52415027,57.91954317,59.12875737,12.27379501,11.22086966,13.42552301,62.57083333,61.67356827,63.4680984,11.95410713,10.42484482,13.70770307
118,IDP81,254.78,5.736633691,0.05679444,1.657188203,0.436662758,6.260499014,0.180520364,58.97985348,58.37095243,59.58875453,9.063048255,8.175538345,10.04690336,61.47118644,60.6497055,62.29266738,9.00027422,7.822839678,10.35492729
119,asg26,256.24,6.314466774,0.042543279,0.55035488,0.759437357,6.708308101,0.152129415,58.33272727,57.73975004,58.92570451,11.96899788,10.93453921,13.10132118,63.59057971,62.77935668,64.40180274,11.61994029,10.22789717,13.20144407
120,IDP1632,256.7,8.443937644,0.014669734,0.346728947,0.840831098,8.587531512,0.07227797,57.97383178,57.35262864,58.59503491,7.565740401,6.751785221,8.47782119,63.14052288,62.37559893,63.90544682,7.167270791,6.165820529,8.33137623
121,lim51,257.04,8.680567442,0.01303283,0.177633005,0.915013461,8.818985236,0.065786718,57.07676768,56.42293844,57.73059691,8.949608483,8.019205406,9.987958649,63.80697051,63.15899318,64.45494783,7.91198283,6.97215334,8.978499073
122,bnlg439,257.44,7.259238887,0.026526277,0.422308158,0.809649307,7.543360635,0.109812402,57.96721311,57.36486919,58.56955704,7.623793001,6.821562926,8.520367012,63.7406015,62.90744192,64.57376109,7.405140837,6.311933374,8.687688474
123,bnlg1203,257.64,7.343737208,0.025428909,0.65537806,0.720587066,8.14412222,0.086439214,57.97695035,57.38445833,58.56944238,7.612358615,6.821767034,8.494573823,63.35144928,62.56840366,64.13449489,7.167130086,6.127297913,8.383426821
124,IDP349,257.65,10.20603472,0.006078378,0.230015211,0.891359365,10.73643464,0.029691403,57.68283582,57.08254083,58.28313081,11.31455955,10.30288026,12.42557949,63.66885246,62.86615548,64.47154943,11.40513106,10.07334521,12.91299085
125,AY106592,257.82,7.998051678,0.01833349,0.545289975,0.761363033,8.255661458,0.082649375,58.16192171,57.56794311,58.7559003,9.01779677,8.148110255,9.980309058,63.04868914,62.19729798,63.90008029,8.927493818,7.706025609,10.34257475
126,fad8,259.04,7.872540039,0.019520892,0.160690005,0.922797924,7.942805272,0.093695922,57.70095238,57.09723477,58.30466999,10.32048772,9.355225028,11.38534524,63.90131579,63.08704734,64.71558424,10.561772,9.283117294,12.01654835
127,gpm121,259.55,7.566864209,0.022744496,0.131314623,0.93645172,7.635784142,0.105868707,58.58691207,57.96533631,59.20848782,10.48487649,9.479404014,11.59699859,64.79545455,64.00413344,65.58677565,9.875333282,8.609240645,11.32762011
128,AY110640,262.74,7.838461722,0.019856361,0.223920338,0.894079869,8.387836985,0.07836091,58.20564516,57.5921926,58.81909773,10.46656939,9.471053978,11.56672479,63.10060976,62.29521761,63.9060019,11.10049292,9.816694307,12.55218297
129,gpm357,266.43,7.791455633,0.020328574,0.227926013,0.892290964,8.347034686,0.079661844,57.6751269,56.99158111,58.3586727,7.116734431,6.225416024,8.135666558,64.016,63.16853472,64.86346528,7.050121616,5.959955277,8.339695935
130,gpm101a,267.73,7.902659612,0.019229114,0.204943306,0.902603736,8.431400088,0.076994081,58.41749503,57.8352242,58.99976586,9.383200804,8.470855024,10.39380996,65.06818182,64.22129546,65.91506817,9.821018764,8.527804133,11.31034532
131,IDP3865,268.94,9.607588168,0.008198582,3.161082669,0.205863627,11.75327472,0.019283459,57.64606742,57.05306212,58.23907271,11.6853336,10.65703176,12.81285675,63.69624573,62.84354336,64.54894811,12.39902111,10.94915151,14.04088017
132,umc13,268.95,9.608156932,0.008196251,3.164325049,0.205530153,11.75627889,0.019258721,57.75488069,57.10912589,58.4006355,11.40528929,10.31405228,12.61198026,63.33082707,62.43099876,64.23065538,12.02174332,10.53096565,13.72355749
133,gpm567,270.13,6.437322277,0.040008588,0.628837806,0.730213076,7.510015757,0.11126845,58.40657084,57.80333216,59.00980952,10.87059271,9.853115483,11.99313924,65.38888889,64.52671185,66.25106593,11.15217129,9.72809865,12.78471045
134,asg35b,272.25,8.465786761,0.014510346,0.442335918,0.801582036,9.483759346,0.050082029,58.1875,57.62071452,58.75428548,10.29521616,9.37101179,11.31056904,64.72983871,63.80177071,65.65790671,11.1210237,9.655206742,12.80937545
135,gpm63b,273.2,7.072778744,0.029118273,1.688569479,0.429864714,8.706632939,0.068865483,58.24312896,57.6249511,58.86130683,9.949974633,8.967625884,11.0399337,64.79245283,63.86045984,65.72444582,10.03212599,8.589359206,11.71723634
136,gpm498c,276.24,4.532115762,0.103720253,0.361362186,0.834701508,5.357080943,0.252580717,59.73577982,59.13904197,60.33251766,8.854406256,7.984443815,9.819157348,63.94897959,63.00727719,64.89068199,8.459175907,7.119211814,10.05134542
137,AY110632,276.45,6.656956011,0.035847623,0.532383514,0.766292172,7.367715512,0.117685946,58.84761905,58.29604245,59.39919564,10.59518847,9.696147948,11.5775893,63.12980769,62.12397735,64.13563803,11.04925485,9.46918833,12.89297758
138,IDP875,277.67,2.0700625,0.35521528,3.886721042,0.14322184,5.993690191,0.19961999,58.84300341,58.27043451,59.41557232,13.34033907,12.26796703,14.50644968,62.17647059,61.24935357,63.10358761,14.23610781,12.53776601,16.16450375
139,AY110240,280.7,2.070917794,0.355063406,0.468187899,0.791287471,2.942325819,0.567522969,59.70973154,59.14464768,60.27481541,11.1508542,10.20016143,12.19015504,60.06198347,59.11102722,61.01293973,11.89031065,10.33851716,13.67502565
140,ndp2,280.95,2.1232368,0.34589556,0.450768981,0.798209256,2.841670863,0.584661208,58.65582192,58.08558994,59.2260539,11.78686948,10.79437482,12.8706196,63.07488987,62.14175521,64.00802453,12.01111742,10.43063081,13.83108502
141,mmp23,284.55,4.491929676,0.105825387,2.469416322,0.290919652,5.944610754,0.203323138,58.3014862,57.64489745,58.95807495,13.66984956,12.44870513,15.01078104,61.67329545,60.92934562,62.41724529,13.39403156,12.01991937,14.92523168
142,AW400087,285.55,3.840214543,0.146591236,2.805799307,0.245882954,5.432277757,0.245746765,58.98464912,58.32068141,59.64861684,10.19201791,9.158463205,11.34221176,60.81355932,60.04425937,61.58285927,10.37804019,9.192010922,11.71710077
143,ndp1,286.95,4.277417112,0.117806886,0.131805315,0.936221994,4.301765365,0.366704089,58.80776699,58.18532538,59.4302086,13.15737986,12.01873249,14.40390197,60.8013468,59.99673912,61.60595448,12.92234971,11.47034387,14.5581618
144,bnlg1866,288.45,7.753254584,0.020720592,1.817249952,0.403078085,8.080066538,0.088688896,59.57924528,58.97635376,60.18213681,12.85175619,11.75207355,14.05433999,61.81292517,60.97281843,62.65303191,13.32382441,11.81597298,15.02409468
145,umc1880,288.65,6.165942684,0.045822899,1.060939064,0.588328666,6.939747225,0.139106774,59.57924528,58.97635286,60.18213771,13.3148238,12.19041839,14.54294078,61.68600683,60.85923885,62.5127748,13.57205671,12.05345937,15.28197987
146,umc1598,289.05,1.682732351,0.431121134,2.027309663,0.36289025,3.244988873,0.517695267,59.10131332,58.48837101,59.71425563,13.5011382,12.36190421,14.74536039,61.31290323,60.49824842,62.12755804,13.68170095,12.18818936,15.35822388
147,lim432,290.75,1.683560955,0.430942556,2.032877443,0.361881409,3.250781956,0.516768051,59.1625,58.57423772,59.75076228,13.5768658,12.46692537,14.78562512,61.34576271,60.49744296,62.19408246,14.20449056,12.6296727,15.97567546
148,AY107489,293.99,2.018900212,0.364419316,0.617079985,0.734518576,2.830309813,0.58661211,59.05057096,58.49695712,59.60418481,11.30063195,10.35725492,12.32993525,62.17647059,61.24938794,63.10355324,12.13671476,10.60239026,13.89307896
149,gpm28c,294.93,2.793835298,0.247358235,0.418833164,0.811057293,3.44127423,0.486863721,59.69542254,59.13265982,60.25818525,11.03322436,10.07657227,12.08069933,63.48598131,62.52216002,64.4498026,11.5553727,9.968078086,13.39542459
150,mmp151a,295.55,6.653053912,0.035917632,2.064365125,0.35622862,6.738538301,0.150367437,59.4014733,58.79629059,60.006656,12.1018806,11.04863341,13.25553204,60.91692308,60.13629936,61.69754679,12.07818533,10.73711053,13.58676159
151,AY110393,301.15,7.776653363,0.020479586,0.331617015,0.847208453,9.144162508,0.057595398,59.53212851,58.92552537,60.13873166,11.96090376,10.88730412,13.14037132,62.83802817,62.02193204,63.65412429,12.14287352,10.72101941,13.75329824
152,mmp100,309.75,2.072146873,0.354845272,0.127989001,0.938010158,2.225732465,0.69432106,58.95849802,58.33708402,59.57991202,11.04669883,10.0196887,12.17897667,61.35344828,60.5865442,62.12035235,11.2826705,10.03023136,12.69149724
153,umc2145,317.35,1.086667526,0.580808742,0.08982404,0.956081594,1.18473717,0.880605094,59.91666667,59.31863163,60.51470171,9.715818432,8.795061546,10.73296956,61.41150442,60.44451635,62.3784925,10.10137405,8.660459095,11.78202639
154,mmp56,319.25,0.328817444,0.848395193,1.070742531,0.585451892,1.435125418,0.838067651,59.40924658,58.82346545,59.9950277,15.24640635,14.06760835,16.52398196,61.33920705,60.36001661,62.31839749,15.90803875,13.98178757,18.09966685
155,cdo938a,321.45,0.705066873,0.702905067,1.601829552,0.448918117,2.084814035,0.720162791,59.20512821,58.62277033,59.78748608,13.22534176,12.15166589,14.39388364,61.12448133,60.19435492,62.05460774,13.54994477,11.87539101,15.46062803
156,bnlg2238,325.05,1.148735803,0.563060666,0.610661625,0.736879565,1.639556712,0.801665657,59.15339806,58.53396998,59.77282614,10.75575212,9.751550288,11.86336533,61.0260223,60.16220337,61.88984124,10.83183013,9.458095144,12.40509237
157,gpm898,326.83,1.600721011,0.449167008,3.306757547,0.19140211,4.303218492,0.366522249,59.14457831,58.45912591,59.83003072,12.1787107,10.98144469,13.50651017,62.20540541,61.14583184,63.26497897,12.54913075,10.74736966,14.65295114
158,umc2124a,326.85,3.614109771,0.164136827,4.346550424,0.113804273,5.910871402,0.205904061,59.15083799,58.53540994,59.76626603,12.4478303,11.36601433,13.63261339,61.16796875,60.28252118,62.05341632,12.36967386,10.84352091,14.11062261
159,sus2,327.41,1.059241523,0.588828234,0.268555447,0.874347204,1.240029278,0.871465106,59.29478458,58.62045576,59.9691134,12.52657449,11.33667663,13.84136405,62.34355828,61.62328512,63.06383144,11.54891485,10.28313529,12.97050272
160,IDP1489,328.78,1.231119879,0.540338254,2.160531192,0.339505342,3.201878072,0.524627659,59.07733813,58.46949391,59.68518234,12.51386157,11.44443145,13.68322508,61.76383764,60.90524117,62.62243411,12.34927507,10.86600606,14.03501838
161,umc1849,333.35,6.524235116,0.038307194,3.068652372,0.215600917,7.252324209,0.12313986,58.50310559,57.85224231,59.15396887,13.57502374,12.37210848,14.89489604,61.34647887,60.60932294,62.08363481,13.18853904,11.83567755,14.69603759
162,asg75,334.85,4.122033977,0.127324417,1.618468864,0.445198766,4.281195863,0.369285683,59.22055675,58.57315515,59.86795834,12.6461649,11.48645898,13.92295805,61.17192982,60.33814968,62.00570997,12.7203992,11.24678807,14.38709032
163,gpm364,335.61,2.078630482,0.353696796,0.949618528,0.622003684,3.071701698,0.545898822,59.41588785,58.72926865,60.10250705,12.88826235,11.65826255,14.24803273,62.59384615,61.86767715,63.32001516,11.91292899,10.61768095,13.36618398
164,sod4,335.85,1.542374302,0.462463728,1.119041774,0.571482803,2.86545588,0.580587531,58.41649485,57.75703328,59.07595641,11.95453663,10.83972369,13.18400268,61.92282958,61.16174976,62.68390941,11.11115434,9.832575718,12.5559929
165,chr125b,338.56,1.927933907,0.381376976,0.692101926,0.707476431,2.492500624,0.645979174,58.96204934,58.3355403,59.58855837,12.56532477,11.46398052,13.77247513,61.52492669,60.79211187,62.25774151,11.85884064,10.58075733,13.29130768
166,asg30b,339.05,7.450929166,0.0241019,0.792084034,0.672978419,7.818321867,0.098464629,58.36820926,57.7194253,59.01699321,12.69940912,11.55705338,13.95468089,60.62080537,59.85543231,61.38617843,11.6515122,10.31610857,13.15978169
167,IDP739,339.06,2.662584732,0.264135681,2.562190008,0.277733015,4.726757037,0.316499841,58.714,58.06164095,59.36635905,14.57766456,13.33064791,15.9413335,61.52492669,60.79208463,62.25776874,13.52375519,12.13584434,15.0703939
168,IDP182,342.96,2.281355164,0.319602392,2.447695023,0.294096448,4.249299122,0.373316974,58.58726899,57.92030387,59.25423411,14.56838299,13.30205781,15.9552594,61.52492669,60.79207092,62.25778245,13.3986879,12.01895209,14.93681281
169,AY110330,348.96,1.797019249,0.407176053,0.625123719,0.731570373,2.367303713,0.668543898,58.882,58.23298197,59.53101803,13.55303949,12.36490906,14.85533605,61.72036474,60.98247968,62.45824981,12.52463377,11.18520098,14.02446423
170,IDP1411,348.99,4.021336995,0.133899133,1.027966856,0.598108306,4.678977103,0.321849613,59.16411379,58.48003028,59.84819729,13.7663808,12.51039117,15.14846641,60.67447917,59.97456319,61.37439515,12.92943493,11.64804591,14.35178818
171,gpm492,351.93,2.242107732,0.325936121,2.351813846,0.308539032,4.120564224,0.389935083,59.16464891,58.46249014,59.86680768,12.5570269,11.32426878,13.92398288,62.61093248,61.87445878,63.34740617,11.48046597,10.19165373,12.93225834
172,csu207,354.36,2.768755093,0.250479663,1.5012097,0.472080928,3.867538201,0.42422932,58.54565217,57.87697747,59.21432688,14.00083646,12.74406173,15.38154991,61.67153285,60.83822842,62.50483727,13.47048487,11.92501725,15.2162432
173,gpm933,355.89,3.925566666,0.14046691,1.316676304,0.517710977,4.211161994,0.378181824,59.52340426,58.88124716,60.16556135,11.79457835,10.68923988,13.01421616,62.33680556,61.55029003,63.12332108,11.33805337,9.9987292,12.85677925
174,umc2227,359.26,1.825621004,0.401394517,0.912452264,0.633670528,2.6676392,0.614889095,59.06424581,58.31014559,59.81834603,11.79037666,10.52201476,13.21163153,61.4719764,60.72600784,62.21794496,11.38038313,10.12422577,12.79239748
175,IDP2553,364.8,1.902430751,0.386271273,1.938394516,0.379387466,3.828322748,0.429738116,58.62139918,57.95698349,59.28581486,14.3212871,13.06972585,15.69269827,61.54084507,60.82584372,62.25584642,13.18055838,11.8430797,14.66908301
176,ufg13b,367.56,3.010284717,0.22198569,1.300439252,0.521931134,4.239279034,0.374590421,57.67184035,56.99122462,58.35245609,9.952364596,8.920858224,11.10314261,62.90881459,62.20173705,63.61589213,8.979126475,7.899454816,10.20636413
177,ufg77,371.56,7.121430438,0.028418492,3.481470113,0.175391431,7.89794114,0.095389098,58.50681818,57.8093582,59.20427816,12.71385795,11.49748783,14.05891326,62.50948509,61.84581899,63.1731512,11.15825727,9.997812112,12.45339519
178,umc1917,373.16,2.268766018,0.321620497,2.402301369,0.300847832,4.192857016,0.380534226,58.84824903,58.2084311,59.48806695,14.05160184,12.85197683,15.36320185,61.52492669,60.79209893,62.25775444,13.11935687,11.75792264,14.63842975
179,isu041b,375.56,3.847768648,0.146038598,1.480818305,0.476918743,4.487429289,0.344040644,58.61793372,57.98186182,59.25400563,14.27906345,13.06891991,15.60126273,61.46964856,60.6968311,62.24246603,13.55343624,12.10073931,15.18052982
180,ufg43,381.96,4.541434506,0.103238106,0.83735596,0.657916023,5.415984286,0.247213829,59.08831169,58.36529747,59.81132591,12.19396417,10.94511716,13.58530567,61.46226415,60.80042246,62.12410584,11.74065458,10.59199931,13.01387642
181,bnlg1811,384.76,5.879170282,0.052887665,0.793034614,0.672658635,6.819072018,0.14576398,59.51923077,58.83372049,60.20474105,13.35689153,12.08890978,14.75786936,60.38274336,59.71412124,61.05136548,13.57604298,12.33717695,14.93931259
182,IDP1953,387.66,4.988975064,0.082538739,2.718242174,0.256886459,6.640420702,0.156154987,58.10606061,57.44379927,58.76832195,8.72894122,7.788469667,9.782976384,61.98416887,61.26789303,62.7004447,8.583334417,7.56821654,9.734609116
183,IDP99,389.16,3.81462443,0.14847893,4.41205556,0.11013727,7.845682114,0.097397451,58.20357942,57.53143608,58.87572275,11.89732957,10.75075481,13.16618724,61.87335092,61.14094116,62.60576069,11.93467426,10.69090948,13.32313681
184,dupssr26,389.48,3.985632105,0.136311025,0.42080009,0.810260041,4.862562636,0.301692327,59.24235294,58.59488351,59.88982238,11.59409762,10.46414964,12.84606052,61.78804348,61.06450125,62.51158571,12.03084505,10.7755227,13.43240942
185,umc2228,390.16,3.453356932,0.177874245,0.330009732,0.847889578,3.86170081,0.425046041,57.76456876,57.0879284,58.44120913,13.54837741,12.28647019,14.93989141,62.51923077,61.77749943,63.26096211,13.67873896,12.3012843,15.21043615
186,IDP252,391.54,3.216097016,0.200278074,0.597411489,0.74177765,5.523841722,0.237641708,59.28442438,58.64188948,59.92695928,9.0335137,8.073197867,10.10806016,61.0388601,60.29795574,61.77976447,9.613362175,8.522839497,10.84342048
187,gpm815a,391.64,3.398858212,0.182787847,0.686458064,0.7094757,5.912118875,0.20580812,60.36193029,59.68441467,61.03944592,11.34422226,10.16684928,12.65794103,60.53383459,59.65838761,61.40928157,12.31940117,10.82024192,14.02627097
188,gpm251,393.19,5.491898412,0.064187345,1.406879427,0.494880127,8.284000294,0.081711706,60.18367347,59.47515828,60.89218865,9.959697346,8.825801912,11.23927006,61.4082397,60.54319759,62.27328181,10.64392645,9.281247304,12.20667508
189,aoc1,394.51,7.255332811,0.026578135,0.632567784,0.728852506,7.478086283,0.112679486,58.80912863,58.18322507,59.43503219,12.0275942,10.92735492,13.23861293,61.41709845,60.68276712,62.15142977,12.59699522,11.31643554,14.02246212
190,umc2229,395.66,13.42692935,0.001214449,1.115403178,0.572523447,15.05994257,0.004578493,59.01174168,58.39420746,59.6292759,7.625694822,6.79896147,8.552956473,63.04362416,62.24277528,63.84447304,7.56887581,6.512841586,8.796142249
191,gpm850c,395.95,11.10243478,0.003882728,0.44208204,0.801683794,13.59566454,0.008703879,60.75262055,60.18325886,61.32198223,9.145369409,8.240134611,10.1500504,62.18390805,61.26607204,63.10174405,10.67473086,9.271742106,12.29001817
192,bnlg2295,396.56,8.639971571,0.013300073,1.326464336,0.515183481,9.639508764,0.046958252,58.78666667,58.18542012,59.38791321,11.43749305,10.412297,12.56363003,62.6402439,61.86569235,63.41479545,11.6313986,10.32841317,13.09876272
193,gpm181,397.33,11.02026561,0.00404557,0.60674097,0.738325507,12.67123421,0.012999095,59.53161593,58.89416288,60.16906897,10.87502556,9.795926928,12.07299542,62.53873239,61.71196721,63.36549758,11.45538172,10.07765819,13.02145477
